StateAbbreviation,ResponsibleDistrictIdentifier,ResponsibleInstitutionIdentifier,LastOrSurname,FirstName,MiddleName,Birthdate,SSID,ExternalSSID,GradeLevelWhenAssessed,Sex,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,DemographicRaceTwoOrMoreRaces,IDEAIndicator,LEPStatus,Section504Status,EconomicDisadvantageStatus,LanguageCode,EnglishLanguageProficiencyLevel,MigrantStatus,FirstEntryDateIntoUSSchool,LimitedEnglishProficiencyEntryDate,LEPExitDate,TitleIIILanguageInstructionProgramType,PrimaryDisabilityType,Delete
OR,TEST,TEST,LastName1110,Name1110,MiddleName1110,,LTSTUDENT1110,LTSTUDENT1110,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1111,Name1111,MiddleName1111,,LTSTUDENT1111,LTSTUDENT1111,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1112,Name1112,MiddleName1112,,LTSTUDENT1112,LTSTUDENT1112,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1113,Name1113,MiddleName1113,,LTSTUDENT1113,LTSTUDENT1113,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1114,Name1114,MiddleName1114,,LTSTUDENT1114,LTSTUDENT1114,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1115,Name1115,MiddleName1115,,LTSTUDENT1115,LTSTUDENT1115,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1116,Name1116,MiddleName1116,,LTSTUDENT1116,LTSTUDENT1116,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1117,Name1117,MiddleName1117,,LTSTUDENT1117,LTSTUDENT1117,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1118,Name1118,MiddleName1118,,LTSTUDENT1118,LTSTUDENT1118,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1119,Name1119,MiddleName1119,,LTSTUDENT1119,LTSTUDENT1119,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1120,Name1120,MiddleName1120,,LTSTUDENT1120,LTSTUDENT1120,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1121,Name1121,MiddleName1121,,LTSTUDENT1121,LTSTUDENT1121,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1122,Name1122,MiddleName1122,,LTSTUDENT1122,LTSTUDENT1122,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1123,Name1123,MiddleName1123,,LTSTUDENT1123,LTSTUDENT1123,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1124,Name1124,MiddleName1124,,LTSTUDENT1124,LTSTUDENT1124,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1125,Name1125,MiddleName1125,,LTSTUDENT1125,LTSTUDENT1125,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1126,Name1126,MiddleName1126,,LTSTUDENT1126,LTSTUDENT1126,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1127,Name1127,MiddleName1127,,LTSTUDENT1127,LTSTUDENT1127,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1128,Name1128,MiddleName1128,,LTSTUDENT1128,LTSTUDENT1128,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1129,Name1129,MiddleName1129,,LTSTUDENT1129,LTSTUDENT1129,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1130,Name1130,MiddleName1130,,LTSTUDENT1130,LTSTUDENT1130,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1131,Name1131,MiddleName1131,,LTSTUDENT1131,LTSTUDENT1131,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1132,Name1132,MiddleName1132,,LTSTUDENT1132,LTSTUDENT1132,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1133,Name1133,MiddleName1133,,LTSTUDENT1133,LTSTUDENT1133,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1134,Name1134,MiddleName1134,,LTSTUDENT1134,LTSTUDENT1134,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1135,Name1135,MiddleName1135,,LTSTUDENT1135,LTSTUDENT1135,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1136,Name1136,MiddleName1136,,LTSTUDENT1136,LTSTUDENT1136,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1137,Name1137,MiddleName1137,,LTSTUDENT1137,LTSTUDENT1137,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1138,Name1138,MiddleName1138,,LTSTUDENT1138,LTSTUDENT1138,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1139,Name1139,MiddleName1139,,LTSTUDENT1139,LTSTUDENT1139,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1140,Name1140,MiddleName1140,,LTSTUDENT1140,LTSTUDENT1140,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1141,Name1141,MiddleName1141,,LTSTUDENT1141,LTSTUDENT1141,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1142,Name1142,MiddleName1142,,LTSTUDENT1142,LTSTUDENT1142,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1143,Name1143,MiddleName1143,,LTSTUDENT1143,LTSTUDENT1143,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1144,Name1144,MiddleName1144,,LTSTUDENT1144,LTSTUDENT1144,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1145,Name1145,MiddleName1145,,LTSTUDENT1145,LTSTUDENT1145,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1146,Name1146,MiddleName1146,,LTSTUDENT1146,LTSTUDENT1146,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1147,Name1147,MiddleName1147,,LTSTUDENT1147,LTSTUDENT1147,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1148,Name1148,MiddleName1148,,LTSTUDENT1148,LTSTUDENT1148,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1149,Name1149,MiddleName1149,,LTSTUDENT1149,LTSTUDENT1149,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1150,Name1150,MiddleName1150,,LTSTUDENT1150,LTSTUDENT1150,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1151,Name1151,MiddleName1151,,LTSTUDENT1151,LTSTUDENT1151,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1152,Name1152,MiddleName1152,,LTSTUDENT1152,LTSTUDENT1152,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1153,Name1153,MiddleName1153,,LTSTUDENT1153,LTSTUDENT1153,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1154,Name1154,MiddleName1154,,LTSTUDENT1154,LTSTUDENT1154,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1155,Name1155,MiddleName1155,,LTSTUDENT1155,LTSTUDENT1155,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1156,Name1156,MiddleName1156,,LTSTUDENT1156,LTSTUDENT1156,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1157,Name1157,MiddleName1157,,LTSTUDENT1157,LTSTUDENT1157,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1158,Name1158,MiddleName1158,,LTSTUDENT1158,LTSTUDENT1158,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1159,Name1159,MiddleName1159,,LTSTUDENT1159,LTSTUDENT1159,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1160,Name1160,MiddleName1160,,LTSTUDENT1160,LTSTUDENT1160,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1161,Name1161,MiddleName1161,,LTSTUDENT1161,LTSTUDENT1161,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1162,Name1162,MiddleName1162,,LTSTUDENT1162,LTSTUDENT1162,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1163,Name1163,MiddleName1163,,LTSTUDENT1163,LTSTUDENT1163,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1164,Name1164,MiddleName1164,,LTSTUDENT1164,LTSTUDENT1164,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1165,Name1165,MiddleName1165,,LTSTUDENT1165,LTSTUDENT1165,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1166,Name1166,MiddleName1166,,LTSTUDENT1166,LTSTUDENT1166,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1167,Name1167,MiddleName1167,,LTSTUDENT1167,LTSTUDENT1167,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1168,Name1168,MiddleName1168,,LTSTUDENT1168,LTSTUDENT1168,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1169,Name1169,MiddleName1169,,LTSTUDENT1169,LTSTUDENT1169,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1170,Name1170,MiddleName1170,,LTSTUDENT1170,LTSTUDENT1170,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1171,Name1171,MiddleName1171,,LTSTUDENT1171,LTSTUDENT1171,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1172,Name1172,MiddleName1172,,LTSTUDENT1172,LTSTUDENT1172,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1173,Name1173,MiddleName1173,,LTSTUDENT1173,LTSTUDENT1173,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1174,Name1174,MiddleName1174,,LTSTUDENT1174,LTSTUDENT1174,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1175,Name1175,MiddleName1175,,LTSTUDENT1175,LTSTUDENT1175,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1176,Name1176,MiddleName1176,,LTSTUDENT1176,LTSTUDENT1176,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1177,Name1177,MiddleName1177,,LTSTUDENT1177,LTSTUDENT1177,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1178,Name1178,MiddleName1178,,LTSTUDENT1178,LTSTUDENT1178,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1179,Name1179,MiddleName1179,,LTSTUDENT1179,LTSTUDENT1179,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1180,Name1180,MiddleName1180,,LTSTUDENT1180,LTSTUDENT1180,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1181,Name1181,MiddleName1181,,LTSTUDENT1181,LTSTUDENT1181,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1182,Name1182,MiddleName1182,,LTSTUDENT1182,LTSTUDENT1182,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1183,Name1183,MiddleName1183,,LTSTUDENT1183,LTSTUDENT1183,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1184,Name1184,MiddleName1184,,LTSTUDENT1184,LTSTUDENT1184,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1185,Name1185,MiddleName1185,,LTSTUDENT1185,LTSTUDENT1185,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1186,Name1186,MiddleName1186,,LTSTUDENT1186,LTSTUDENT1186,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1187,Name1187,MiddleName1187,,LTSTUDENT1187,LTSTUDENT1187,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1188,Name1188,MiddleName1188,,LTSTUDENT1188,LTSTUDENT1188,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1189,Name1189,MiddleName1189,,LTSTUDENT1189,LTSTUDENT1189,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1190,Name1190,MiddleName1190,,LTSTUDENT1190,LTSTUDENT1190,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1191,Name1191,MiddleName1191,,LTSTUDENT1191,LTSTUDENT1191,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1192,Name1192,MiddleName1192,,LTSTUDENT1192,LTSTUDENT1192,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1193,Name1193,MiddleName1193,,LTSTUDENT1193,LTSTUDENT1193,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1194,Name1194,MiddleName1194,,LTSTUDENT1194,LTSTUDENT1194,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1195,Name1195,MiddleName1195,,LTSTUDENT1195,LTSTUDENT1195,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1196,Name1196,MiddleName1196,,LTSTUDENT1196,LTSTUDENT1196,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1197,Name1197,MiddleName1197,,LTSTUDENT1197,LTSTUDENT1197,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1198,Name1198,MiddleName1198,,LTSTUDENT1198,LTSTUDENT1198,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1199,Name1199,MiddleName1199,,LTSTUDENT1199,LTSTUDENT1199,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1200,Name1200,MiddleName1200,,LTSTUDENT1200,LTSTUDENT1200,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1201,Name1201,MiddleName1201,,LTSTUDENT1201,LTSTUDENT1201,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1202,Name1202,MiddleName1202,,LTSTUDENT1202,LTSTUDENT1202,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1203,Name1203,MiddleName1203,,LTSTUDENT1203,LTSTUDENT1203,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1204,Name1204,MiddleName1204,,LTSTUDENT1204,LTSTUDENT1204,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1205,Name1205,MiddleName1205,,LTSTUDENT1205,LTSTUDENT1205,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1206,Name1206,MiddleName1206,,LTSTUDENT1206,LTSTUDENT1206,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1207,Name1207,MiddleName1207,,LTSTUDENT1207,LTSTUDENT1207,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1208,Name1208,MiddleName1208,,LTSTUDENT1208,LTSTUDENT1208,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1209,Name1209,MiddleName1209,,LTSTUDENT1209,LTSTUDENT1209,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1210,Name1210,MiddleName1210,,LTSTUDENT1210,LTSTUDENT1210,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1211,Name1211,MiddleName1211,,LTSTUDENT1211,LTSTUDENT1211,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1212,Name1212,MiddleName1212,,LTSTUDENT1212,LTSTUDENT1212,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1213,Name1213,MiddleName1213,,LTSTUDENT1213,LTSTUDENT1213,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1214,Name1214,MiddleName1214,,LTSTUDENT1214,LTSTUDENT1214,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1215,Name1215,MiddleName1215,,LTSTUDENT1215,LTSTUDENT1215,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1216,Name1216,MiddleName1216,,LTSTUDENT1216,LTSTUDENT1216,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1217,Name1217,MiddleName1217,,LTSTUDENT1217,LTSTUDENT1217,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1218,Name1218,MiddleName1218,,LTSTUDENT1218,LTSTUDENT1218,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1219,Name1219,MiddleName1219,,LTSTUDENT1219,LTSTUDENT1219,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1220,Name1220,MiddleName1220,,LTSTUDENT1220,LTSTUDENT1220,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1221,Name1221,MiddleName1221,,LTSTUDENT1221,LTSTUDENT1221,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1222,Name1222,MiddleName1222,,LTSTUDENT1222,LTSTUDENT1222,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1223,Name1223,MiddleName1223,,LTSTUDENT1223,LTSTUDENT1223,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1224,Name1224,MiddleName1224,,LTSTUDENT1224,LTSTUDENT1224,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1225,Name1225,MiddleName1225,,LTSTUDENT1225,LTSTUDENT1225,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1226,Name1226,MiddleName1226,,LTSTUDENT1226,LTSTUDENT1226,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1227,Name1227,MiddleName1227,,LTSTUDENT1227,LTSTUDENT1227,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1228,Name1228,MiddleName1228,,LTSTUDENT1228,LTSTUDENT1228,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1229,Name1229,MiddleName1229,,LTSTUDENT1229,LTSTUDENT1229,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1230,Name1230,MiddleName1230,,LTSTUDENT1230,LTSTUDENT1230,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1231,Name1231,MiddleName1231,,LTSTUDENT1231,LTSTUDENT1231,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1232,Name1232,MiddleName1232,,LTSTUDENT1232,LTSTUDENT1232,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1233,Name1233,MiddleName1233,,LTSTUDENT1233,LTSTUDENT1233,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1234,Name1234,MiddleName1234,,LTSTUDENT1234,LTSTUDENT1234,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1235,Name1235,MiddleName1235,,LTSTUDENT1235,LTSTUDENT1235,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1236,Name1236,MiddleName1236,,LTSTUDENT1236,LTSTUDENT1236,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1237,Name1237,MiddleName1237,,LTSTUDENT1237,LTSTUDENT1237,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1238,Name1238,MiddleName1238,,LTSTUDENT1238,LTSTUDENT1238,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1239,Name1239,MiddleName1239,,LTSTUDENT1239,LTSTUDENT1239,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1240,Name1240,MiddleName1240,,LTSTUDENT1240,LTSTUDENT1240,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1241,Name1241,MiddleName1241,,LTSTUDENT1241,LTSTUDENT1241,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName1242,Name1242,MiddleName1242,,LTSTUDENT1242,LTSTUDENT1242,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
